cct_id,cct_city,cct_date,cct_card_type,cct_exp_type,cct_gender,cct_amount
2789,"Greater Mumbai, India",15-Apr-14,Platinum,Bills,F,276680
2790,"Bengaluru, India",05-Mar-14,Gold,Grocery,M,247639
2791,"Greater Mumbai, India",31-Dec-13,Signature,Entertainment,F,114228
2792,"Delhi, India",14-Jun-14,Gold,Food,M,275614
2793,"Greater Mumbai, India",26-Jul-14,Gold,Grocery,M,266128
2794,"Bengaluru, India",17-Aug-14,Platinum,Bills,M,244187
2795,"Ahmedabad, India",27-Jan-15,Silver,Fuel,M,2796
2796,"Bengaluru, India",19-Dec-14,Gold,Fuel,M,10499
2797,"Ahmedabad, India",29-Dec-14,Gold,Grocery,M,148104
2798,"Ahmedabad, India",11-Nov-13,Signature,Food,M,236181
2799,"Greater Mumbai, India",29-Jan-15,Platinum,Entertainment,F,162995
2800,"Delhi, India",31-Jul-14,Platinum,Fuel,M,65124
2801,"Delhi, India",05-Mar-15,Silver,Fuel,F,265034
2802,"Bengaluru, India",16-Jun-14,Silver,Bills,F,224507
2803,"Ahmedabad, India",12-Apr-15,Platinum,Grocery,M,263963
2804,"Delhi, India",20-Apr-15,Gold,Entertainment,F,240343
2805,"Ahmedabad, India",04-Jun-14,Signature,Food,M,217825
2806,"Greater Mumbai, India",22-May-14,Signature,Fuel,M,59880
2807,"Bengaluru, India",30-Nov-14,Gold,Bills,F,262773
2808,"Delhi, India",29-Jan-14,Silver,Entertainment,F,9503
2809,"Delhi, India",05-Apr-14,Platinum,Entertainment,M,93447
2810,"Ahmedabad, India",20-May-14,Gold,Food,M,4882
2811,"Greater Mumbai, India",18-Jul-14,Silver,Fuel,F,15541
2812,"Delhi, India",27-Nov-13,Platinum,Grocery,M,167142
2813,"Ahmedabad, India",20-Jul-14,Gold,Grocery,M,70267
2814,"Delhi, India",06-Jan-15,Silver,Food,M,221745
2815,"Bengaluru, India",27-Apr-15,Gold,Grocery,M,297452
2816,"Delhi, India",16-Dec-13,Gold,Food,F,41669
2817,"Delhi, India",05-Nov-13,Signature,Grocery,M,79234
2818,"Delhi, India",05-Nov-14,Silver,Food,M,237680
2819,"Greater Mumbai, India",14-Mar-15,Silver,Entertainment,F,125663
2820,"Greater Mumbai, India",08-Aug-14,Gold,Food,F,128839
2821,"Delhi, India",10-May-15,Signature,Bills,M,265126
2822,"Ahmedabad, India",16-Apr-14,Silver,Food,M,157833
2823,"Ahmedabad, India",10-Feb-15,Signature,Bills,F,220991
2824,"Greater Mumbai, India",04-Dec-14,Signature,Bills,M,225176
2825,"Greater Mumbai, India",03-Apr-14,Gold,Food,M,119583
2826,"Greater Mumbai, India",15-Oct-13,Signature,Food,M,35155
2827,"Greater Mumbai, India",21-Feb-15,Silver,Bills,M,176298
2828,"Greater Mumbai, India",05-Sep-14,Gold,Bills,F,168927
2829,"Ahmedabad, India",18-Mar-14,Signature,Grocery,F,77131
2830,"Delhi, India",20-Jan-14,Signature,Entertainment,M,203480
2831,"Greater Mumbai, India",09-Apr-15,Silver,Entertainment,M,23089
2832,"Ahmedabad, India",15-Feb-15,Signature,Food,F,154671
2833,"Delhi, India",18-Oct-14,Gold,Fuel,F,47677
2834,"Bengaluru, India",26-Feb-15,Silver,Fuel,F,50870
2835,"Greater Mumbai, India",10-Apr-15,Silver,Fuel,F,120226
2836,"Greater Mumbai, India",06-Aug-14,Platinum,Entertainment,F,100781
2837,"Greater Mumbai, India",23-Jun-14,Silver,Entertainment,F,19392
2838,"Delhi, India",18-Jan-15,Platinum,Entertainment,F,269169
2839,"Delhi, India",27-Dec-13,Platinum,Food,F,199816
2840,"Bengaluru, India",14-Nov-13,Signature,Bills,F,107325
2841,"Bengaluru, India",27-Jan-14,Gold,Food,F,290435
2842,"Bengaluru, India",01-Dec-13,Silver,Fuel,M,79875
2843,"Greater Mumbai, India",07-Oct-13,Platinum,Bills,F,212803
2844,"Bengaluru, India",04-Nov-13,Gold,Grocery,M,42697
2845,"Ahmedabad, India",02-Mar-15,Platinum,Fuel,F,202077
2846,"Ahmedabad, India",14-Oct-14,Silver,Entertainment,M,134634
2847,"Ahmedabad, India",26-Jan-15,Silver,Fuel,F,175333
2848,"Bengaluru, India",07-May-15,Silver,Grocery,M,164063
2849,"Bengaluru, India",09-Aug-14,Gold,Food,F,118491
2850,"Bengaluru, India",19-Nov-14,Silver,Grocery,F,286456
2851,"Delhi, India",21-May-14,Gold,Fuel,M,206972
2852,"Bengaluru, India",05-May-14,Platinum,Bills,M,131247
2853,"Greater Mumbai, India",08-Dec-14,Silver,Grocery,F,149007
2854,"Bengaluru, India",04-Jan-14,Platinum,Fuel,F,65269
2855,"Greater Mumbai, India",10-Dec-13,Signature,Fuel,F,253895
2856,"Bengaluru, India",01-Feb-14,Gold,Bills,M,181864
2857,"Ahmedabad, India",03-Nov-14,Silver,Entertainment,M,214376
2858,"Delhi, India",19-Mar-14,Signature,Grocery,F,59308
2859,"Greater Mumbai, India",14-Oct-13,Gold,Bills,F,16263
2860,"Greater Mumbai, India",16-Jan-14,Signature,Grocery,F,230547
2861,"Ahmedabad, India",26-Jan-14,Platinum,Bills,M,44960
2862,"Bengaluru, India",25-Sep-14,Gold,Food,F,241639
2863,"Bengaluru, India",11-Dec-14,Signature,Grocery,F,47839
2864,"Ahmedabad, India",24-Oct-13,Silver,Entertainment,F,261231
2865,"Bengaluru, India",12-Mar-15,Gold,Bills,F,105952
2866,"Ahmedabad, India",22-Jan-15,Silver,Fuel,M,40264
2867,"Bengaluru, India",19-Jul-14,Platinum,Grocery,M,220568
2868,"Greater Mumbai, India",23-Feb-15,Gold,Grocery,M,37547
2869,"Bengaluru, India",20-Aug-14,Platinum,Bills,F,2119
2870,"Greater Mumbai, India",12-Oct-13,Platinum,Grocery,M,26699
2871,"Delhi, India",08-Nov-14,Silver,Grocery,M,180103
2872,"Ahmedabad, India",15-May-15,Silver,Bills,F,171452
2873,"Greater Mumbai, India",22-Oct-13,Platinum,Bills,M,190123
2874,"Ahmedabad, India",30-May-14,Silver,Fuel,F,84429
2875,"Delhi, India",09-Dec-13,Signature,Grocery,F,54150
2876,"Greater Mumbai, India",20-Jun-14,Silver,Fuel,M,294587
2877,"Greater Mumbai, India",13-Nov-13,Silver,Entertainment,M,260146
2878,"Bengaluru, India",03-Sep-14,Platinum,Grocery,M,152088
2879,"Delhi, India",30-Apr-15,Platinum,Bills,F,42445
2880,"Greater Mumbai, India",11-Feb-14,Silver,Grocery,F,283335
2881,"Bengaluru, India",31-Dec-13,Gold,Food,F,290390
2882,"Bengaluru, India",19-Dec-13,Platinum,Bills,F,213620
2883,"Ahmedabad, India",21-Dec-13,Signature,Grocery,F,81138
2884,"Ahmedabad, India",26-Jun-14,Platinum,Entertainment,F,168482
2885,"Bengaluru, India",14-Mar-15,Platinum,Entertainment,F,290859
2886,"Bengaluru, India",26-Oct-13,Silver,Grocery,M,248719
2887,"Ahmedabad, India",27-Apr-15,Silver,Food,M,144627
2888,"Ahmedabad, India",24-Aug-14,Gold,Food,M,297849
2889,"Greater Mumbai, India",06-Nov-14,Platinum,Food,F,42955
2890,"Ahmedabad, India",07-Dec-14,Platinum,Grocery,F,271539
2891,"Delhi, India",12-Mar-15,Platinum,Fuel,M,158360
2892,"Delhi, India",16-Feb-15,Silver,Food,M,163169
2893,"Delhi, India",16-May-14,Platinum,Bills,F,230157
2894,"Ahmedabad, India",14-Jan-15,Silver,Grocery,M,192173
2895,"Bengaluru, India",09-Feb-14,Signature,Grocery,F,93874
2896,"Ahmedabad, India",05-Mar-15,Platinum,Fuel,M,219107
2897,"Delhi, India",16-May-14,Platinum,Food,F,203363
2898,"Greater Mumbai, India",19-Oct-14,Platinum,Fuel,M,295181
2899,"Greater Mumbai, India",05-Sep-14,Gold,Bills,M,87122
2900,"Greater Mumbai, India",26-Aug-14,Platinum,Food,M,222272
2901,"Ahmedabad, India",08-Mar-14,Gold,Bills,F,15357
2902,"Bengaluru, India",07-Oct-13,Gold,Bills,F,186328
2903,"Delhi, India",12-Dec-14,Gold,Fuel,M,99863
2904,"Bengaluru, India",08-Apr-15,Gold,Grocery,M,142220
2905,"Ahmedabad, India",30-Jul-14,Gold,Food,M,275334
2906,"Greater Mumbai, India",01-Sep-14,Silver,Fuel,F,245883
2907,"Bengaluru, India",13-Mar-14,Silver,Food,F,15986
2908,"Ahmedabad, India",04-Aug-14,Platinum,Entertainment,F,234156
2909,"Ahmedabad, India",04-Oct-14,Silver,Entertainment,F,193288
2910,"Ahmedabad, India",04-Mar-15,Gold,Entertainment,F,58839
2911,"Delhi, India",27-Jan-14,Silver,Food,M,240737
2912,"Greater Mumbai, India",28-Feb-15,Signature,Entertainment,M,289326
2913,"Delhi, India",01-Mar-14,Signature,Food,F,96328
2914,"Ahmedabad, India",17-Feb-14,Gold,Grocery,F,247435
2915,"Bengaluru, India",25-May-15,Silver,Grocery,M,206108
2916,"Bengaluru, India",25-Jul-14,Signature,Entertainment,M,104375
2917,"Greater Mumbai, India",01-Dec-13,Gold,Entertainment,M,160114
2918,"Delhi, India",17-Feb-15,Silver,Fuel,F,291382
2919,"Greater Mumbai, India",06-Oct-14,Gold,Entertainment,F,113496
2920,"Delhi, India",28-Oct-14,Silver,Entertainment,F,252139
2921,"Delhi, India",28-Sep-14,Signature,Food,F,26552
2922,"Delhi, India",19-Oct-14,Silver,Food,M,142566
2923,"Ahmedabad, India",20-Jan-14,Silver,Food,M,259325
2924,"Bengaluru, India",17-May-15,Silver,Fuel,F,112053
2925,"Bengaluru, India",08-Apr-15,Gold,Entertainment,M,209198
2926,"Greater Mumbai, India",02-Oct-14,Signature,Fuel,F,101193
2927,"Delhi, India",07-Mar-15,Signature,Bills,M,157676
2928,"Delhi, India",24-May-15,Platinum,Grocery,M,286018
2929,"Delhi, India",20-Apr-14,Signature,Fuel,F,56401
2930,"Bengaluru, India",25-Jan-15,Signature,Grocery,F,121401
2931,"Bengaluru, India",11-May-15,Gold,Grocery,F,107424
2932,"Delhi, India",02-Nov-14,Platinum,Food,F,116464
2933,"Ahmedabad, India",19-Nov-14,Gold,Bills,F,49468
2934,"Bengaluru, India",03-Feb-15,Signature,Entertainment,M,85645
2935,"Delhi, India",11-Mar-15,Signature,Fuel,M,120886
2936,"Ahmedabad, India",26-Jan-15,Platinum,Grocery,M,46402
2937,"Delhi, India",21-May-14,Silver,Bills,F,164016
2938,"Ahmedabad, India",15-Nov-13,Platinum,Entertainment,M,104541
2939,"Bengaluru, India",30-May-14,Gold,Entertainment,F,201673
2940,"Ahmedabad, India",08-Jun-14,Platinum,Fuel,F,128562
2941,"Bengaluru, India",18-May-14,Gold,Food,F,127105
2942,"Greater Mumbai, India",13-Mar-14,Silver,Grocery,M,134244
2943,"Ahmedabad, India",02-May-15,Platinum,Grocery,F,281294
2944,"Ahmedabad, India",05-Sep-14,Platinum,Entertainment,M,265186
2945,"Greater Mumbai, India",26-Mar-15,Silver,Entertainment,M,143975
2946,"Bengaluru, India",15-Dec-13,Signature,Fuel,M,31004
2947,"Greater Mumbai, India",06-Feb-15,Gold,Entertainment,M,289936
2948,"Bengaluru, India",17-Sep-14,Gold,Entertainment,M,209329
2949,"Bengaluru, India",20-Nov-14,Signature,Grocery,M,143274
2950,"Bengaluru, India",16-Nov-13,Platinum,Bills,M,119631
2951,"Bengaluru, India",10-May-14,Silver,Grocery,F,15157
2952,"Greater Mumbai, India",04-Feb-14,Gold,Fuel,F,2416
2953,"Ahmedabad, India",23-Apr-14,Platinum,Entertainment,M,147691
2954,"Ahmedabad, India",02-Jul-14,Silver,Grocery,F,297434
2955,"Delhi, India",16-Nov-13,Platinum,Grocery,M,244144
2956,"Delhi, India",12-Jan-14,Signature,Bills,F,17715
2957,"Bengaluru, India",15-Mar-14,Signature,Food,M,168822
2958,"Ahmedabad, India",27-Apr-14,Silver,Fuel,M,236286
2959,"Greater Mumbai, India",06-Dec-14,Silver,Grocery,M,248765
2960,"Bengaluru, India",07-Apr-15,Silver,Fuel,F,276934
2961,"Greater Mumbai, India",12-Jun-14,Gold,Grocery,M,161595
2962,"Ahmedabad, India",11-Dec-13,Platinum,Fuel,M,282556
2963,"Bengaluru, India",12-May-15,Platinum,Grocery,F,62646
2964,"Ahmedabad, India",02-Jun-14,Platinum,Food,M,127088
2965,"Bengaluru, India",27-Jan-14,Signature,Bills,M,219026
2966,"Ahmedabad, India",19-Apr-14,Signature,Entertainment,M,50735
2967,"Delhi, India",31-Mar-14,Platinum,Grocery,M,208930
2968,"Ahmedabad, India",07-Nov-14,Gold,Grocery,M,254967
2969,"Ahmedabad, India",23-May-15,Gold,Bills,F,171642
2970,"Ahmedabad, India",17-Aug-14,Silver,Food,M,217636
2971,"Greater Mumbai, India",07-Oct-14,Silver,Fuel,M,263875
2972,"Ahmedabad, India",15-Dec-14,Gold,Entertainment,F,238303
2973,"Greater Mumbai, India",10-Jan-15,Gold,Grocery,F,286393
2974,"Greater Mumbai, India",03-Jan-15,Platinum,Grocery,M,263990
2975,"Ahmedabad, India",29-Oct-13,Signature,Entertainment,F,83901
2976,"Greater Mumbai, India",02-Jan-14,Signature,Entertainment,F,140666
2977,"Delhi, India",18-Aug-14,Signature,Food,M,67899
2978,"Delhi, India",23-Oct-13,Silver,Bills,M,155862
2979,"Greater Mumbai, India",04-Nov-13,Platinum,Bills,F,3670
2980,"Greater Mumbai, India",26-May-14,Gold,Grocery,M,157102
2981,"Bengaluru, India",05-Oct-13,Platinum,Food,M,183626
2982,"Bengaluru, India",08-May-14,Signature,Bills,M,30710
2983,"Greater Mumbai, India",05-Dec-14,Gold,Grocery,F,109664
2984,"Bengaluru, India",07-Jun-14,Silver,Food,F,175746
2985,"Bengaluru, India",18-Apr-14,Platinum,Fuel,M,281899
2986,"Greater Mumbai, India",03-May-14,Gold,Fuel,M,238770
2987,"Ahmedabad, India",07-May-14,Signature,Grocery,M,199635
2988,"Greater Mumbai, India",08-Jun-14,Signature,Grocery,M,173060
2989,"Delhi, India",05-Nov-13,Silver,Grocery,F,279342
2990,"Bengaluru, India",18-Dec-14,Silver,Bills,M,185073
2991,"Bengaluru, India",03-Sep-14,Gold,Food,F,183028
2992,"Ahmedabad, India",25-Feb-15,Silver,Grocery,F,159278
2993,"Delhi, India",18-Jun-14,Signature,Bills,F,118968
2994,"Bengaluru, India",17-Feb-14,Signature,Entertainment,F,223493
2995,"Bengaluru, India",15-Dec-13,Gold,Bills,M,207537
2996,"Ahmedabad, India",01-May-15,Platinum,Fuel,F,39734
2997,"Delhi, India",27-Jan-15,Signature,Fuel,F,183852
2998,"Delhi, India",22-May-14,Gold,Grocery,F,3681
2999,"Bengaluru, India",09-May-15,Platinum,Entertainment,F,277307
3000,"Delhi, India",15-Apr-14,Silver,Entertainment,F,85608
3001,"Bengaluru, India",08-Oct-13,Gold,Fuel,M,156732
3002,"Greater Mumbai, India",17-Oct-13,Signature,Bills,M,7795
3003,"Delhi, India",19-Feb-15,Platinum,Bills,F,60206
3004,"Delhi, India",18-Feb-15,Gold,Grocery,F,177311
3005,"Greater Mumbai, India",25-Oct-13,Signature,Bills,F,70885
3006,"Greater Mumbai, India",16-May-15,Gold,Grocery,F,228369
3007,"Delhi, India",06-Jan-15,Gold,Grocery,M,90914
3008,"Ahmedabad, India",22-May-14,Silver,Entertainment,M,280442
3009,"Delhi, India",23-Nov-14,Gold,Bills,M,128207
3010,"Greater Mumbai, India",27-Mar-14,Signature,Food,F,108424
3011,"Ahmedabad, India",17-Jan-15,Signature,Food,F,110328
3012,"Bengaluru, India",23-Oct-13,Platinum,Grocery,F,231686
3013,"Bengaluru, India",10-Mar-15,Gold,Fuel,F,291321
3014,"Bengaluru, India",13-Feb-15,Platinum,Food,M,229882
3015,"Ahmedabad, India",31-May-14,Gold,Bills,F,141607
3016,"Delhi, India",18-Mar-15,Silver,Entertainment,F,169602
3017,"Delhi, India",11-Jun-14,Platinum,Grocery,M,21444
3018,"Delhi, India",02-Jun-14,Signature,Entertainment,F,150902
3019,"Ahmedabad, India",21-Feb-15,Signature,Food,M,150275
3020,"Bengaluru, India",17-Feb-15,Gold,Fuel,F,94017
3021,"Greater Mumbai, India",06-Jan-15,Gold,Entertainment,M,259231
3022,"Delhi, India",29-May-14,Signature,Bills,F,58629
3023,"Bengaluru, India",30-May-14,Silver,Fuel,M,70532
3024,"Delhi, India",24-Jan-14,Gold,Entertainment,M,202218
3025,"Bengaluru, India",10-Dec-14,Signature,Entertainment,M,162448
3026,"Delhi, India",29-Mar-15,Silver,Grocery,F,2178
3027,"Bengaluru, India",20-Sep-14,Silver,Fuel,M,163153
3028,"Ahmedabad, India",24-Nov-13,Gold,Bills,F,147617
3029,"Greater Mumbai, India",11-Oct-13,Platinum,Entertainment,M,122576
3030,"Greater Mumbai, India",18-Sep-14,Signature,Entertainment,M,110572
3031,"Bengaluru, India",29-Oct-14,Signature,Grocery,M,61100
3032,"Delhi, India",02-Sep-14,Gold,Fuel,F,171080
3033,"Bengaluru, India",27-Nov-13,Platinum,Entertainment,M,223697
3034,"Ahmedabad, India",15-Dec-13,Gold,Fuel,F,296794
3035,"Bengaluru, India",10-Apr-14,Signature,Bills,M,98975
3036,"Delhi, India",17-Mar-14,Platinum,Grocery,F,251448
3037,"Delhi, India",10-Sep-14,Silver,Fuel,F,282223
3038,"Delhi, India",29-Apr-14,Gold,Grocery,M,141734
3039,"Delhi, India",27-Oct-14,Silver,Food,F,108932
3040,"Ahmedabad, India",24-Dec-13,Silver,Fuel,M,148086
3041,"Bengaluru, India",23-Apr-15,Silver,Bills,F,236485
3042,"Greater Mumbai, India",15-Jul-14,Signature,Entertainment,F,129447
3043,"Greater Mumbai, India",13-Sep-14,Signature,Grocery,M,76106
3044,"Delhi, India",10-Apr-15,Silver,Food,M,297484
3045,"Greater Mumbai, India",05-Apr-15,Platinum,Bills,F,34460
3046,"Greater Mumbai, India",26-Feb-15,Silver,Bills,F,216720
3047,"Bengaluru, India",28-Nov-13,Gold,Grocery,M,192116
3048,"Bengaluru, India",09-Oct-14,Gold,Fuel,M,286058
3049,"Bengaluru, India",12-Mar-15,Signature,Fuel,M,260290
3050,"Ahmedabad, India",08-Apr-14,Silver,Food,F,43471
3051,"Greater Mumbai, India",08-Dec-14,Gold,Food,F,103785
3052,"Greater Mumbai, India",04-Aug-14,Platinum,Entertainment,F,70775
3053,"Ahmedabad, India",25-Apr-15,Gold,Entertainment,M,79105
3054,"Delhi, India",14-Mar-15,Gold,Food,M,165180
3055,"Ahmedabad, India",14-Sep-14,Signature,Entertainment,F,102263
3056,"Bengaluru, India",30-Apr-14,Silver,Bills,M,144188
3057,"Ahmedabad, India",07-Apr-15,Platinum,Entertainment,M,104261
3058,"Greater Mumbai, India",15-Sep-14,Platinum,Fuel,F,168517
3059,"Bengaluru, India",01-Feb-14,Gold,Entertainment,F,65425
3060,"Ahmedabad, India",31-Aug-14,Silver,Fuel,F,100298
3061,"Bengaluru, India",17-Oct-13,Gold,Food,F,51857
3062,"Bengaluru, India",27-Aug-14,Platinum,Fuel,M,235755
3063,"Greater Mumbai, India",05-Aug-14,Gold,Grocery,M,290078
3064,"Delhi, India",07-Nov-14,Silver,Entertainment,M,182882
3065,"Delhi, India",25-Feb-14,Platinum,Fuel,F,203910
3066,"Ahmedabad, India",13-Apr-15,Silver,Fuel,M,208660
3067,"Ahmedabad, India",08-Sep-14,Gold,Entertainment,F,155187
3068,"Ahmedabad, India",23-Jan-15,Platinum,Entertainment,F,203780
3069,"Bengaluru, India",03-Mar-15,Gold,Bills,M,274151
3070,"Ahmedabad, India",18-Mar-15,Gold,Food,M,55735
3071,"Greater Mumbai, India",05-Jun-14,Platinum,Grocery,F,280705
3072,"Bengaluru, India",19-Jul-14,Signature,Entertainment,F,163874
3073,"Bengaluru, India",30-Apr-15,Gold,Fuel,M,7928
3074,"Ahmedabad, India",07-Mar-15,Silver,Bills,F,169317
3075,"Bengaluru, India",14-Nov-14,Silver,Food,M,121010
3076,"Greater Mumbai, India",18-Apr-15,Silver,Entertainment,M,141940
3077,"Ahmedabad, India",10-Oct-14,Platinum,Fuel,M,20658
3078,"Greater Mumbai, India",14-Dec-13,Silver,Food,M,245540
3079,"Bengaluru, India",05-Dec-13,Platinum,Entertainment,F,171962
3080,"Greater Mumbai, India",30-Dec-14,Gold,Grocery,M,17598
3081,"Greater Mumbai, India",02-Jan-14,Gold,Grocery,F,208778
3082,"Greater Mumbai, India",28-Nov-13,Gold,Food,F,210491
3083,"Greater Mumbai, India",17-Jun-14,Silver,Grocery,F,124712
3084,"Greater Mumbai, India",21-Mar-15,Signature,Bills,F,240475
3085,"Delhi, India",12-Mar-14,Signature,Fuel,M,239028
3086,"Ahmedabad, India",28-Nov-14,Gold,Entertainment,M,35621
3087,"Bengaluru, India",26-Jan-14,Gold,Food,F,48182
3088,"Delhi, India",06-Dec-14,Silver,Grocery,M,78975
3089,"Greater Mumbai, India",22-Feb-14,Platinum,Bills,M,25797
3090,"Greater Mumbai, India",15-Nov-14,Signature,Bills,F,50519
3091,"Bengaluru, India",17-Nov-13,Platinum,Entertainment,F,88709
3092,"Bengaluru, India",07-Feb-14,Platinum,Entertainment,F,150389
3093,"Bengaluru, India",24-Aug-14,Gold,Fuel,F,41880
3094,"Ahmedabad, India",09-Jan-15,Signature,Entertainment,M,161240
3095,"Greater Mumbai, India",29-Dec-14,Gold,Food,M,90008
3096,"Bengaluru, India",19-Nov-13,Silver,Entertainment,F,26157
3097,"Ahmedabad, India",14-Jul-14,Platinum,Bills,F,142175
3098,"Bengaluru, India",08-Apr-15,Gold,Grocery,M,49381
3099,"Bengaluru, India",23-Jan-14,Gold,Entertainment,F,25016
3100,"Ahmedabad, India",15-Aug-14,Silver,Bills,M,66409
3101,"Ahmedabad, India",28-Dec-14,Silver,Entertainment,F,251092
3102,"Greater Mumbai, India",25-Aug-14,Silver,Grocery,M,110820
3103,"Greater Mumbai, India",07-Apr-15,Silver,Bills,F,6849
3104,"Greater Mumbai, India",12-May-15,Gold,Fuel,F,192205
3105,"Greater Mumbai, India",05-Dec-13,Silver,Grocery,M,273180
3106,"Delhi, India",02-Mar-14,Signature,Food,M,43138
3107,"Ahmedabad, India",10-Dec-13,Gold,Food,F,216876
3108,"Delhi, India",10-Aug-14,Silver,Grocery,F,235080
3109,"Greater Mumbai, India",08-Jun-14,Platinum,Bills,F,120041
3110,"Ahmedabad, India",19-Jun-14,Gold,Bills,M,144821
3111,"Greater Mumbai, India",11-Feb-15,Platinum,Food,F,235466
3112,"Greater Mumbai, India",04-May-14,Silver,Grocery,M,27046
3113,"Greater Mumbai, India",03-Oct-14,Gold,Entertainment,F,267516
3114,"Greater Mumbai, India",10-Oct-14,Signature,Entertainment,M,295952
3115,"Ahmedabad, India",19-Nov-14,Gold,Entertainment,M,233970
3116,"Bengaluru, India",20-Nov-14,Platinum,Fuel,F,58087
3117,"Greater Mumbai, India",29-May-14,Gold,Food,F,128806
3118,"Ahmedabad, India",24-Feb-14,Silver,Bills,M,61340
3119,"Greater Mumbai, India",05-Dec-13,Silver,Food,M,264160
3120,"Greater Mumbai, India",24-Dec-13,Platinum,Grocery,F,195388
3121,"Delhi, India",07-Jul-14,Silver,Food,M,151637
3122,"Bengaluru, India",09-Jan-14,Gold,Fuel,M,182534
3123,"Delhi, India",09-Aug-14,Platinum,Bills,M,153560
3124,"Bengaluru, India",06-Oct-13,Silver,Entertainment,F,153572
3125,"Greater Mumbai, India",21-Apr-14,Platinum,Fuel,M,191965
3126,"Bengaluru, India",03-Dec-13,Signature,Entertainment,M,30366
3127,"Bengaluru, India",03-Feb-15,Signature,Fuel,F,247677
3128,"Greater Mumbai, India",12-Feb-15,Silver,Entertainment,M,297742
3129,"Ahmedabad, India",09-Mar-15,Signature,Entertainment,F,174737
3130,"Delhi, India",12-May-15,Platinum,Food,M,292524
3131,"Greater Mumbai, India",05-Nov-14,Gold,Food,F,61397
3132,"Delhi, India",20-May-15,Gold,Fuel,M,188252
3133,"Greater Mumbai, India",04-Feb-14,Platinum,Fuel,M,71407
3134,"Greater Mumbai, India",16-Feb-14,Platinum,Grocery,M,286207
3135,"Ahmedabad, India",23-Oct-14,Signature,Bills,M,109092
3136,"Delhi, India",19-Jul-14,Silver,Fuel,F,52490
3137,"Delhi, India",09-Sep-14,Platinum,Food,F,217217
3138,"Ahmedabad, India",21-Nov-13,Gold,Bills,F,185396
3139,"Delhi, India",04-Dec-14,Gold,Fuel,F,89521
3140,"Delhi, India",29-May-14,Silver,Grocery,F,183922
3141,"Bengaluru, India",20-Feb-15,Signature,Food,M,282174
3142,"Greater Mumbai, India",06-Nov-14,Platinum,Bills,F,255407
3143,"Bengaluru, India",16-May-15,Silver,Bills,M,291273
3144,"Bengaluru, India",05-Apr-15,Signature,Entertainment,F,145219
3145,"Ahmedabad, India",22-Jan-14,Gold,Entertainment,M,212069
3146,"Greater Mumbai, India",07-Apr-15,Gold,Bills,M,40502
3147,"Ahmedabad, India",14-Nov-13,Gold,Grocery,F,27102
3148,"Greater Mumbai, India",15-Jul-14,Signature,Food,M,18696
3149,"Bengaluru, India",25-Dec-14,Signature,Grocery,F,84745
3150,"Bengaluru, India",03-Mar-14,Gold,Grocery,F,143466
3151,"Delhi, India",03-Oct-14,Platinum,Bills,F,22077
3152,"Bengaluru, India",12-Oct-13,Silver,Grocery,M,2114
3153,"Bengaluru, India",26-Aug-14,Silver,Entertainment,F,187060
3154,"Greater Mumbai, India",26-May-14,Silver,Grocery,F,48203
3155,"Greater Mumbai, India",20-Feb-15,Gold,Food,F,71829
3156,"Greater Mumbai, India",05-Oct-14,Silver,Grocery,M,180038
3157,"Ahmedabad, India",18-Mar-14,Signature,Bills,F,44348
3158,"Ahmedabad, India",22-Dec-14,Gold,Food,F,69685
3159,"Bengaluru, India",15-Dec-14,Signature,Fuel,F,243582
3160,"Bengaluru, India",03-May-15,Silver,Fuel,M,175700
3161,"Ahmedabad, India",19-Nov-14,Platinum,Fuel,F,215084
3162,"Ahmedabad, India",21-Mar-14,Platinum,Bills,M,252844
3163,"Greater Mumbai, India",19-May-14,Silver,Fuel,F,271791
3164,"Greater Mumbai, India",22-Dec-14,Signature,Grocery,F,173083
3165,"Delhi, India",14-Jul-14,Silver,Fuel,M,276169
3166,"Ahmedabad, India",28-Aug-14,Platinum,Food,M,124863
3167,"Delhi, India",05-May-15,Silver,Food,M,142273
3168,"Delhi, India",06-Oct-13,Platinum,Grocery,F,23276
3169,"Bengaluru, India",10-Jun-14,Signature,Fuel,F,290998
3170,"Ahmedabad, India",11-Jan-15,Gold,Food,F,144791
3171,"Ahmedabad, India",04-May-15,Platinum,Food,F,138000
3172,"Greater Mumbai, India",03-Oct-14,Platinum,Grocery,M,29551
3173,"Ahmedabad, India",21-Oct-14,Platinum,Food,F,156456
3174,"Ahmedabad, India",12-Aug-14,Platinum,Bills,F,6774
3175,"Ahmedabad, India",10-Nov-13,Platinum,Entertainment,F,291608
3176,"Ahmedabad, India",01-Apr-15,Silver,Grocery,M,153575
3177,"Ahmedabad, India",29-Nov-13,Gold,Fuel,F,225187
3178,"Delhi, India",29-Jul-14,Gold,Bills,F,200994
3179,"Greater Mumbai, India",12-May-15,Gold,Entertainment,F,182481
3180,"Greater Mumbai, India",16-May-15,Gold,Fuel,F,187152
3181,"Greater Mumbai, India",07-Jun-14,Signature,Food,F,98950
3182,"Delhi, India",09-Sep-14,Gold,Fuel,M,135962
3183,"Delhi, India",28-Apr-14,Signature,Entertainment,F,277577
3184,"Ahmedabad, India",02-Jan-15,Platinum,Grocery,M,134885
3185,"Bengaluru, India",12-Jan-15,Gold,Entertainment,M,226569
3186,"Ahmedabad, India",14-Jan-15,Silver,Fuel,F,272999
